movieId,title,combined_features
588,Aladdin,adventure animation children comedy musical adventure animation children comedy musical disney 
589,Terminator 2: Judgment Day,action sci-fi action sci-fi apocalypse arnold schwarzenegger nuclear war sci-fi suspense time travel robots scifi masterpiece 
590,Dances with Wolves,adventure drama western adventure drama western american indians native americans 
592,Batman,action crime thriller action crime thriller superhero 
593,"Silence of the Lambs, The",crime horror thriller crime horror thriller hannibal lector disturbing drama gothic psychology suspense 
594,Snow White and the Seven Dwarfs,animation children drama fantasy musical animation children drama fantasy musical disney 
595,Beauty and the Beast,animation children fantasy musical romance imax animation children fantasy musical romance imax disney 
596,Pinocchio,animation children fantasy musical animation children fantasy musical disney 
597,Pretty Woman,comedy romance comedy romance prostitution 
599,"Wild Bunch, The",adventure western adventure western  
600,Love and a .45,action comedy crime action comedy crime  
602,"Great Day in Harlem, A",documentary documentary  
605,One Fine Day,drama romance drama romance  
606,Candyman: Farewell to the Flesh,fantasy horror fantasy horror  
608,Fargo,comedy crime drama thriller comedy crime drama thriller based on a true story dark comedy kidnapping steve buscemi coen brothers 
609,Homeward Bound II: Lost in San Francisco,adventure children adventure children  
610,Heavy Metal,action adventure animation horror sci-fi action adventure animation horror sci-fi  
611,Hellraiser: Bloodline,action horror sci-fi action horror sci-fi  
612,"Pallbearer, The",comedy comedy  
613,Jane Eyre,drama romance drama romance  
615,Bread and Chocolate (Pane e cioccolata),comedy drama comedy drama  
616,"Aristocats, The",animation children animation children disney 
617,"Flower of My Secret, The (La flor de mi secreto)",comedy drama comedy drama  
618,Two Much,comedy romance comedy romance  
619,Ed,comedy comedy  
626,"Thin Line Between Love and Hate, A",comedy comedy  
627,"Last Supper, The",drama thriller drama thriller  
628,Primal Fear,crime drama mystery thriller crime drama mystery thriller edward norton psychology suspense thought-provoking twist ending priest 
631,All Dogs Go to Heaven 2,adventure animation children fantasy musical romance adventure animation children fantasy musical romance  
632,Land and Freedom (Tierra y libertad),drama war drama war  
633,Denise Calls Up,comedy comedy  
634,Theodore Rex,comedy comedy  
635,"Family Thing, A",comedy drama comedy drama  
636,Frisk,drama drama  
637,Sgt. Bilko,comedy comedy  
638,Jack and Sarah,romance romance babies 
639,Girl 6,comedy drama comedy drama  
640,Diabolique,drama thriller drama thriller  
645,Nelly & Monsieur Arnaud,drama drama  
647,Courage Under Fire,action crime drama war action crime drama war gulf war 
648,Mission: Impossible,action adventure mystery thriller action adventure mystery thriller based on a tv show 
649,Cold Fever (Á köldum klaka),comedy drama comedy drama  
650,Moll Flanders,drama drama  
653,Dragonheart,action adventure fantasy action adventure fantasy  
656,Eddie,comedy comedy  
661,James and the Giant Peach,adventure animation children fantasy musical adventure animation children fantasy musical  
662,Fear,thriller thriller  
663,Kids in the Hall: Brain Candy,comedy comedy  
665,Underground,comedy drama war comedy drama war  
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),action action  
668,Song of the Little Road (Pather Panchali),drama drama india 
670,"World of Apu, The (Apur Sansar)",drama drama india 
671,Mystery Science Theater 3000: The Movie,comedy sci-fi comedy sci-fi spoof 
673,Space Jam,adventure animation children comedy fantasy sci-fi adventure animation children comedy fantasy sci-fi bugs bunny 
674,Barbarella,adventure comedy sci-fi adventure comedy sci-fi  
678,Some Folks Call It a Sling Blade,drama thriller drama thriller  
679,"Run of the Country, The",drama drama  
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",drama mystery romance sci-fi thriller drama mystery romance sci-fi thriller  
685,It's My Party,drama drama  
688,Operation Dumbo Drop,action adventure comedy war action adventure comedy war  
691,Mrs. Winterbourne,comedy romance comedy romance  
692,Solo,action sci-fi thriller action sci-fi thriller  
694,"Substitute, The",action crime drama action crime drama  
695,True Crime,mystery thriller mystery thriller  
697,Feeling Minnesota,drama romance drama romance  
698,Delta of Venus,drama drama  
700,Angus,comedy comedy  
703,Boys,drama drama  
704,"Quest, The",action adventure action adventure  
706,Sunset Park,drama drama  
707,Mulholland Falls,crime drama thriller crime drama thriller bad 
708,"Truth About Cats & Dogs, The",comedy romance comedy romance veterinarian 
709,Oliver & Company,adventure animation children comedy musical adventure animation children comedy musical  
710,Celtic Pride,comedy comedy  
711,Flipper,adventure children adventure children  
714,Dead Man,drama mystery western drama mystery western  
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",drama romance drama romance  
718,"Visitors, The (Visiteurs, Les)",comedy fantasy sci-fi comedy fantasy sci-fi  
719,Multiplicity,comedy comedy  
720,Wallace & Gromit: The Best of Aardman Animation,adventure animation comedy adventure animation comedy aardman 
722,"Haunted World of Edward D. Wood Jr., The",documentary documentary  
724,"Craft, The",drama fantasy horror thriller drama fantasy horror thriller  
725,"Great White Hype, The",comedy comedy  
726,Last Dance,drama drama  
728,Cold Comfort Farm,comedy comedy in netflix queue 
731,Heaven's Prisoners,crime thriller crime thriller  
733,"Rock, The",action adventure thriller action adventure thriller alcatraz michael bay terrorism 
735,Cemetery Man (Dellamorte Dellamore),horror horror  
736,Twister,action adventure romance thriller action adventure romance thriller disaster 
737,Barb Wire,action sci-fi action sci-fi  
741,Ghost in the Shell (Kôkaku kidôtai),animation sci-fi animation sci-fi  
742,Thinner,horror thriller horror thriller  
743,Spy Hard,comedy comedy  
745,Wallace & Gromit: A Close Shave,animation children comedy animation children comedy aardman 
747,"Stupids, The",comedy comedy  
748,"Arrival, The",action sci-fi thriller action sci-fi thriller aliens 
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,comedy war comedy war dark comedy atomic bomb black comedy dark comedy satire purity of essence slim pickens black comedy dark comedy quirky 
757,Ashes of Time (Dung che sai duk),drama drama  
759,Maya Lin: A Strong Clear Vision,documentary documentary  
760,Stalingrad,drama war drama war  
761,"Phantom, The",action adventure action adventure  
762,Striptease,comedy crime comedy crime  
764,Heavy,drama romance drama romance  
765,Jack,comedy drama comedy drama  
766,I Shot Andy Warhol,drama drama  
773,Touki Bouki,drama drama  
775,Spirits of the Dead,horror mystery horror mystery  
778,Trainspotting,comedy crime drama comedy crime drama based on a book dark comedy narrated drug abuse 
779,'Til There Was You,drama romance drama romance  
780,Independence Day (a.k.a. ID4),action adventure sci-fi thriller action adventure sci-fi thriller aliens 
781,Stealing Beauty,drama drama  
782,"Fan, The",drama thriller drama thriller  
783,"Hunchback of Notre Dame, The",animation children drama musical romance animation children drama musical romance  
784,"Cable Guy, The",comedy thriller comedy thriller  
785,Kingpin,comedy comedy  
786,Eraser,action drama thriller action drama thriller  
788,"Nutty Professor, The",comedy fantasy romance sci-fi comedy fantasy romance sci-fi  
790,"Unforgettable Summer, An (Un été inoubliable)",drama drama  
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",documentary documentary  
795,Somebody to Love,drama drama  
798,Daylight,action adventure drama thriller action adventure drama thriller  
799,"Frighteners, The",comedy horror thriller comedy horror thriller  
800,Lone Star,drama mystery western drama mystery western in netflix queue 
801,Harriet the Spy,children comedy children comedy  
802,Phenomenon,drama romance drama romance  
803,Walking and Talking,comedy drama romance comedy drama romance  
804,She's the One,comedy romance comedy romance  
805,"Time to Kill, A",drama thriller drama thriller john grisham 
806,American Buffalo,crime drama crime drama  
808,Alaska,adventure children adventure children  
809,Fled,action adventure action adventure  
810,Kazaam,children comedy fantasy children comedy fantasy  
813,Larger Than Life,comedy comedy  
818,"Very Brady Sequel, A",comedy comedy based on a tv show 
823,"Collector, The (La collectionneuse)",drama drama  
824,Kaspar Hauser,drama mystery drama mystery  
828,"Adventures of Pinocchio, The",adventure children adventure children  
829,Joe's Apartment,comedy fantasy musical comedy fantasy musical  
830,"First Wives Club, The",comedy comedy adultery 
832,Ransom,crime thriller crime thriller kidnapping give me back my son! it was melodramatic and kind of dumb mel gibson 
833,High School High,comedy comedy  
835,Foxfire,drama drama  
836,Chain Reaction,action adventure thriller action adventure thriller seen at the cinema 
837,Matilda,children comedy fantasy children comedy fantasy  
838,Emma,comedy drama romance comedy drama romance jane austen 
839,"Crow: City of Angels, The",action thriller action thriller  
840,House Arrest,children comedy children comedy  
841,"Eyes Without a Face (Yeux sans visage, Les)",horror horror  
842,Tales from the Crypt Presents: Bordello of Blood,comedy horror comedy horror  
848,"Spitfire Grill, The",drama drama  
849,Escape from L.A.,action adventure sci-fi thriller action adventure sci-fi thriller  
851,Basquiat,drama drama  
852,Tin Cup,comedy drama romance comedy drama romance golf 
858,"Godfather, The",crime drama crime drama mafia 
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),action comedy crime thriller action comedy crime thriller  
866,Bound,crime drama romance thriller crime drama romance thriller  
867,Carpool,comedy crime comedy crime  
869,Kansas City,crime drama musical thriller crime drama musical thriller  
870,Gone Fishin',comedy comedy  
875,Nothing to Lose,action crime drama action crime drama  
876,Supercop 2 (Project S) (Chao ji ji hua),action comedy crime thriller action comedy crime thriller  
879,"Relic, The",horror thriller horror thriller  
880,"Island of Dr. Moreau, The",sci-fi thriller sci-fi thriller  
881,First Kid,children comedy children comedy  
882,"Trigger Effect, The",drama thriller drama thriller  
885,Bogus,children drama fantasy children drama fantasy  
886,Bulletproof,action comedy crime action comedy crime  
888,Land Before Time III: The Time of the Great Giving,adventure animation children musical adventure animation children musical  
889,1-900 (06),drama romance drama romance  
